dbn,lat,long,2007type,2007enrollment,2007pi,2007overall,2007progress,2007performance,2007environment,2008type,2008enrollment,2008pi,2008overall,2008progress,2008performance,2008environment,2009type,2009enrollment,2009pi,2009overall,2009progress,2009performance,2009environment,2010type,2010enrollment,2010pi,2010overall,2010progress,2010performance,2010environment,2011type,2011enrollment,2011pi,2011overall,2011progress,2011performance,2011environment
08X182,40.818925,-73.856976,Elementary,920,45.87628866,2.75862069,0.859106529,77.49140893,69.07216495,Elementary,973,49.06621392,83.93162393,78.11965812,81.53846154,57.26495727,Elementary,909,49.1638796,43.75,32.43243243,83.61486486,39.18918919,Elementary,946,47.90619765,49.91596639,35.79831933,68.7394958,57.98319328,Elementary,941,47.76119403,44.46308725,41.10738255,60.23489933,35.40268456
03M076,40.806534,-73.951451,Elementary,449,30.92783505,20.86206897,58.24742268,10.65292096,6.529209622,Elementary,414,30.22071307,31.79487179,56.75213675,7.179487179,19.82905983,Elementary,310,30.60200669,69.59459459,90.87837838,8.108108108,62.83783784,Elementary,393,36.18090452,13.44537815,31.42857143,3.865546218,9.243697479,K-8,404,25.80645161,61.4379085,56.20915033,32.67973856,88.23529412
03M075,40.795109,-73.973996,Elementary,828,62.71477663,73.44827586,74.05498282,49.31271478,31.27147766,Elementary,796,65.19524618,29.23076923,50.94017094,24.44444444,3.931623932,Elementary,758,65.38461538,18.24324324,41.21621622,8.783783784,10.47297297,Elementary,733,62.47906198,22.35294118,37.31092437,24.87394958,15.29411765,Elementary,687,62.85240464,26.17449664,32.2147651,38.25503356,40.43624161
15K051,40.672358,-73.98505,Middle,993,94.21221865,48.44290657,30.96774194,82.95819936,53.20512821,Middle,985,94.37869822,74.8427673,48.74213836,77.04402516,66.35220126,Middle,1013,94.4606414,33.43465046,23.10030395,30.09118541,41.03343465,Middle,1071,93.71584699,83.91812866,67.83625731,89.76608187,75.14619883,Middle,1081,94.61538462,88.85793872,84.40111421,92.2005571,70.19498607
18K415,40.647728,-73.922212,,,,,,,,HS,1256,,,,,,HS,695,,,,,,HS,279,,,,,,,,,,,,
17K189,40.665228,-73.925435,K-8,1147,29.41176471,100,97.4789916,90.75630252,80.67226891,K-8,1127,33.81294964,100,98.56115108,95.68345324,89.92805755,K-8,1133,31.38686131,89.7810219,69.34306569,100,86.86131387,K-8,1218,31.08108108,64.18918919,37.83783784,85.13513514,80.40540541,K-8,1269,41.93548387,100,100,92.15686275,74.50980392
17K181,40.648217,-73.945883,K-8,1237,48.7394958,66.10169492,73.1092437,58.82352941,26.8907563,K-8,1194,43.16546763,58.2733813,56.11510791,69.78417266,25.17985612,K-8,1166,40.87591241,62.04379562,57.66423358,74.45255474,13.86861314,K-8,1182,44.59459459,19.59459459,25.67567568,47.2972973,8.108108108,K-8,1168,45.80645161,55.55555556,69.28104575,47.7124183,7.189542484
07X277,40.813385,-73.913872,Elementary,541,36.42611684,4.482758621,19.75945017,1.202749141,19.58762887,Elementary,550,17.82682513,4.273504274,7.863247863,2.735042735,11.79487179,Elementary,491,18.22742475,19.76351351,25,11.14864865,52.53378378,Elementary,472,11.72529313,9.075630252,13.1092437,3.865546218,54.95798319,Elementary,493,8.623548922,1.342281879,2.684563758,2.348993289,65.77181208
19K089,40.677707,-73.886712,K-8,244,19.32773109,51.69491525,46.2184874,56.30252101,94.11764706,K-8,245,22.30215827,87.05035971,93.52517986,70.50359712,91.36690647,K-8,258,20.4379562,29.9270073,23.35766423,40.87591241,97.08029197,K-8,274,10.81081081,61.48648649,69.59459459,29.05405405,82.43243243,K-8,303,7.741935484,58.16993464,69.93464052,14.37908497,77.77777778
08X072,40.823237,-73.818172,Elementary,931,48.28178694,42.75862069,65.29209622,19.41580756,5.498281787,Elementary,904,38.20033956,46.66666667,45.81196581,37.26495727,36.92307692,Elementary,848,38.46153846,90.54054054,89.18918919,51.85810811,23.64864865,Elementary,901,47.57118928,11.09243697,12.26890756,19.15966387,23.86554622,Elementary,878,52.07296849,15.43624161,33.05369128,3.187919463,31.7114094
08X071,40.845379,-73.829562,K-8,1409,83.19327731,47.45762712,56.30252101,50.42016807,41.17647059,K-8,1567,80.57553957,59.71223022,75.53956835,38.1294964,15.82733813,K-8,1565,79.5620438,50.3649635,65.69343066,24.81751825,7.299270073,K-8,1632,79.05405405,35.13513514,42.56756757,56.75675676,6.081081081,K-8,1645,70.96774194,35.94771242,43.79084967,58.82352941,19.60784314
31R014,40.622415,-74.079228,Elementary,589,34.36426117,10.51724138,42.43986254,8.934707904,0.515463918,Elementary,576,23.59932088,12.13675214,26.32478632,20.51282051,2.905982906,Elementary,616,23.91304348,20.77702703,64.18918919,6.756756757,5.574324324,Elementary,662,31.32328308,4.537815126,11.59663866,3.865546218,2.68907563,Elementary,650,35.32338308,6.543624161,14.76510067,1.174496644,16.10738255
31R013,40.613322,-74.068963,Elementary,756,67.01030928,73.62068966,85.2233677,49.48453608,16.49484536,Elementary,736,67.40237691,47.17948718,44.27350427,61.70940171,21.02564103,Elementary,712,67.72575251,65.2027027,67.06081081,63.00675676,36.99324324,Elementary,726,66.49916248,37.98319328,32.77310924,43.36134454,40.50420168,Elementary,748,67.66169154,46.97986577,37.08053691,78.02013423,33.89261745
08X075,40.822314,-73.888948,Elementary,778,10.65292096,60.68965517,81.61512027,26.4604811,29.3814433,Elementary,703,8.149405773,55.55555556,56.23931624,50.94017094,47.00854701,Elementary,675,8.528428094,56.25,47.2972973,66.55405405,31.58783784,Elementary,624,13.73534338,61.68067227,71.93277311,55.79831933,30.08403361,Elementary,598,15.75456053,75.83892617,81.87919463,53.3557047,28.18791946
84K517,40.68192,-73.9456,,,,,,,,,,,,,,,,,,,,,,Elementary,334,61.64154104,47.56302521,17.81512605,92.77310924,94.62184874,Elementary,400,58.54063018,70.97315436,40.10067114,94.96644295,99.4966443
31R019,40.630563,-74.126851,Elementary,636,57.90378007,46.03448276,38.48797251,54.12371134,63.74570447,Elementary,660,53.14091681,74.18803419,66.15384615,70.76923077,59.31623932,Elementary,659,53.17725753,92.73648649,85.13513514,68.07432432,57.26351351,Elementary,645,53.43383585,58.31932773,61.8487395,43.36134454,60.67226891,Elementary,638,54.3946932,88.75838926,88.59060403,70.80536913,60.40268456
31R018,40.636521,-74.116817,Elementary,532,24.74226804,41.72413793,73.19587629,12.71477663,18.90034364,Elementary,541,2.716468591,58.63247863,70.42735043,46.32478632,19.82905983,Elementary,518,2.508361204,94.76351351,82.93918919,89.35810811,25.84459459,Elementary,539,18.76046901,44.3697479,51.93277311,42.68907563,32.10084034,Elementary,589,25.70480929,24.66442953,26.00671141,42.7852349,17.28187919
27Q108,40.679083,-73.831025,Elementary,1334,78.00687285,83.44827586,69.07216495,70.79037801,64.26116838,Elementary,1296,82.34295416,77.26495727,75.55555556,56.06837607,66.4957265,Elementary,1253,82.60869565,74.66216216,57.93918919,61.65540541,76.35135135,Elementary,1280,82.07705193,84.3697479,80.50420168,71.93277311,64.70588235,Elementary,1297,78.60696517,78.69127517,59.22818792,85.5704698,81.20805369
12X463,40.828406,-73.900121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC,207,11.36363636,2.564102564,2.564102564,5.128205128,15.38461538
27Q100,40.679694,-73.821545,Elementary,1107,65.80756014,80.51724138,67.18213058,69.75945017,35.395189,Elementary,1055,67.74193548,92.47863248,93.5042735,88.37606838,36.92307692,Elementary,1044,68.06020067,65.37162162,35.13513514,80.57432432,24.49324324,Elementary,1024,68.00670017,44.3697479,35.79831933,66.72268908,16.47058824,Elementary,1004,70.97844113,45.80536913,34.73154362,66.27516779,26.17449664
27Q105,40.595911,-73.780961,K-8,873,43.69747899,8.474576271,6.722689076,29.41176471,68.06722689,K-8,895,40.28776978,12.94964029,9.352517986,20.14388489,69.0647482,K-8,852,37.95620438,59.12408759,47.44525547,50.3649635,58.39416058,K-8,917,40.54054054,2.027027027,3.378378378,4.72972973,19.59459459,K-8,908,42.58064516,33.33333333,52.94117647,8.496732026,40.52287582
27Q104,40.608002,-73.764621,Elementary,600,39.69072165,22.5862069,26.97594502,25.60137457,46.73539519,Elementary,619,37.6910017,9.914529915,13.84615385,5.811965812,31.62393162,Elementary,593,37.95986622,90.2027027,100,34.62837838,82.43243243,Elementary,615,39.36348409,36.30252101,39.15966387,35.6302521,43.69747899,Elementary,629,42.45439469,60.40268456,61.40939597,33.05369128,79.36241611
27Q106,40.594738,-73.766846,Elementary,450,41.40893471,22.4137931,11.8556701,92.26804124,3.951890034,Elementary,413,44.99151104,9.401709402,4.957264957,91.62393162,1.367521368,Elementary,369,45.15050167,78.5472973,83.61486486,94.25675676,5.574324324,Elementary,379,35.84589615,50.75630252,55.46218487,73.61344538,8.403361345,Elementary,334,21.55887231,79.53020134,83.89261745,93.12080537,11.57718121
07X018,40.816369,-73.922697,Elementary,499,27.49140893,7.413793103,16.49484536,13.40206186,36.08247423,Elementary,525,24.10865874,45.81196581,60.51282051,11.96581197,29.4017094,Elementary,457,24.41471572,82.26351351,100,26.35135135,34.7972973,Elementary,485,17.92294807,12.60504202,26.8907563,14.62184874,2.68907563,Elementary,483,16.58374793,76.84563758,90.10067114,39.26174497,2.516778523
07X381,40.818645,-73.919949,,,,,,,,,,,,,,,,,,,,,,HST,112,27.27272727,41.02564103,30.76923077,46.15384615,87.17948718,HST,138,38.29787234,18.42105263,10.52631579,71.05263158,34.21052632
07X385,40.823014,-73.922527,,,,,,,,,,,,,,,Elementary,557,3.344481605,,,,,Elementary,574,7.370184255,31.93277311,64.3697479,3.865546218,0.672268908,Elementary,572,6.135986733,11.91275168,30.53691275,0.167785235,23.99328859
29Q147,40.698028,-73.74014,K-8,827,60.50420168,81.3559322,90.75630252,36.13445378,39.49579832,K-8,908,61.15107914,33.81294964,52.51798561,8.633093525,26.61870504,K-8,894,59.8540146,14.59854015,24.08759124,2.919708029,16.78832117,K-8,843,64.18918919,5.405405405,10.81081081,1.351351351,22.2972973,K-8,769,64.51612903,21.56862745,37.90849673,4.575163399,35.29411765
17K524,40.669805,-73.960689,HS,330,19.57186544,,64.83180428,,96.02446483,HS,417,36.33802817,79.57746479,77.46478873,41.54929577,96.83098592,HS,425,34.47368421,70.96774194,51.29032258,47.09677419,99.35483871,HS,437,22.92682927,52.40963855,68.37349398,16.86746988,95.78313253,HS,433,34.82352941,83.43373494,94.27710843,47.59036145,91.26506024
32K086,40.700595,-73.917804,Elementary,542,20.27491409,72.5862069,62.19931271,64.94845361,86.76975945,Elementary,539,20.03395586,72.64957265,63.76068376,71.45299145,85.47008547,Elementary,536,20.40133779,43.07432432,23.64864865,50.50675676,90.70945946,Elementary,537,11.39028476,32.94117647,15.96638655,61.51260504,94.95798319,Elementary,532,18.24212272,44.46308725,27.18120805,66.27516779,92.95302013
17K528,40.669805,-73.960689,HS,323,48.31804281,,44.03669725,,81.65137615,HS,413,50.42253521,36.26760563,19.01408451,53.52112676,60.21126761,HS,432,48.94736842,8.709677419,7.096774194,9.35483871,23.87096774,HS,411,37.56097561,27.40963855,38.85542169,43.6746988,12.95180723,HS,385,26.58823529,18.6746988,30.12048193,16.86746988,11.14457831
07X473,40.818041,-73.911633,HS,326,21.40672783,77.54237288,69.41896024,71.18644068,80.73394495,HS,332,14.08450704,83.8028169,80.63380282,70.42253521,87.32394366,HS,333,13.68421053,75.80645161,80,42.58064516,87.41935484,HS,344,19.75609756,55.42168675,65.6626506,60.24096386,74.69879518,HS,362,33.17647059,35.54216867,50.30120482,15.96385542,62.95180723
07X655,40.810671,-73.907528,HS,1537,9.174311927,45.33898305,61.16207951,44.06779661,8.868501529,HS,1488,6.197183099,23.5915493,38.73239437,37.32394366,9.154929577,HS,1300,6.578947368,7.096774194,14.51612903,17.74193548,2.580645161,HS,1097,2.195121951,15.36144578,28.61445783,23.4939759,2.710843373,HS,826,1.647058824,0.903614458,1.506024096,9.939759036,5.722891566
14K583,40.71,-73.9436,,,,,,,,HS,67,8.450704225,,,,,,,,,,,,,,,,,,,,,,,,,
14K582,40.708804,-73.939385,Middle,271,67.84565916,28.71972318,44.51612903,2.572347267,75.96153846,Middle,306,60.65088757,8.490566038,9.119496855,1.886792453,53.77358491,Middle,308,60.93294461,81.1550152,93.92097264,16.41337386,31.00303951,Middle,318,41.80327869,62.28070175,60.52631579,66.66666667,41.8128655,Middle,307,40.51282051,6.406685237,3.621169916,33.98328691,25.06963788
14K586,40.709765,-73.944463,,,,,,,,High School Combination,219,28.63571964,,,,,High School Combination,335,27.64078564,56.23100304,69.60486322,22.49240122,82.9787234,High School Combination,484,37.65227242,2.631578947,2.631578947,2.046783626,39.76608187,High School Combination,544,25.13122172,64.6214384,63.78452529,26.77199047,72.10960835
07X495,40.818041,-73.911633,,,,,,,,,,,,,,,,,,,,,,HS,450,75.12195122,82.8313253,87.04819277,48.4939759,64.15662651,HS,440,81.64705882,67.77108434,83.43373494,37.95180723,45.18072289
15K821,40.652127,-74.007596,Middle,436,74.91961415,78.20069204,63.87096774,82.63665595,75.32051282,Middle,473,71.00591716,52.51572327,61.63522013,73.89937107,28.30188679,Middle,507,71.42857143,61.70212766,62.00607903,55.6231003,49.24012158,Middle,508,65.30054645,88.88888889,87.42690058,81.57894737,65.49707602,Middle,500,69.74358974,78.2729805,76.32311978,75.48746518,62.95264624
10X546,40.877379,-73.912686,HS,368,57.18654434,63.98305085,40.06116208,81.3559322,50.76452599,HS,414,53.52112676,26.4084507,38.73239437,13.73239437,19.71830986,HS,415,52.10526316,34.19354839,12.25806452,67.74193548,69.67741935,HS,419,47.56097561,20.78313253,5.421686747,21.98795181,88.25301205,HS,429,49.88235294,31.62650602,25.60240964,17.77108434,89.15662651
29Q327,40.681881,-73.752772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle,86,68.71794872,,,,
29Q326,40.698786,-73.74633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HS,78,61.64705882,,,,
03M860,40.80261,-73.954152,Middle,450,69.00449374,48.13427365,52.3784157,64.90953185,20.58780287,High School Combination,800,53.49237436,30.53857738,34.82261493,43.77823545,23.35570024,High School Combination,462,53.32361516,18.34591627,24.71320718,35.6941857,9.813707226,High School Combination,441,28.93375983,12.90336786,7.317867963,46.55111675,18.59543437,High School Combination,412,15.68325792,17.95902272,24.61153807,20.02214988,14.48384066
03M862,40.802653,-73.965949,Middle,318,90.99678457,38.75432526,12.90322581,84.88745981,91.66666667,Middle,295,84.31952663,90.25157233,90.56603774,89.62264151,92.13836478,Middle,291,84.54810496,89.05775076,96.96048632,77.20364742,85.71428571,Middle,290,80.32786885,85.0877193,75.73099415,93.56725146,80.40935673,Middle,295,81.53846154,96.93593315,93.31476323,94.98607242,77.43732591
24Q264,40.744175,-73.937004,HS,213,77.98165138,,88.99082569,,80.73394495,HS,331,80,,,,,HS,386,79.47368421,89.35483871,79.35483871,88.70967742,89.35483871,HS,397,79.02439024,96.38554217,95.78313253,86.44578313,57.22891566,HS,425,82.82352941,98.4939759,96.98795181,93.07228916,79.81927711
32K556,40.695436,-73.927349,HS,417,13.45565749,39.40677966,16.81957187,64.40677966,50.1529052,HS,458,23.38028169,31.33802817,15.49295775,63.73239437,38.73239437,HS,489,22.36842105,30,13.87096774,45.48387097,38.06451613,HS,481,6.829268293,45.48192771,50,43.6746988,79.51807229,HS,500,9.882352941,22.28915663,26.80722892,27.10843373,68.37349398
10X549,40.869061,-73.897066,HS,367,12.5382263,46.61016949,41.59021407,41.94915254,57.49235474,HS,442,4.225352113,69.01408451,70.42253521,76.4084507,52.81690141,HS,448,4.473684211,70.32258065,80,70.96774194,25.16129032,HS,451,9.024390244,95.48192771,96.38554217,74.09638554,85.24096386,HS,502,8,96.08433735,92.46987952,79.81927711,81.92771084
32K554,40.6978,-73.9139,Middle,255,75.30605623,51.49258108,25.95245142,63.87882173,93.53240414,High School Combination,422,78.46237186,73.52511294,75.09079635,61.47688015,92.03206661,High School Combination,257,78.12413687,53.62829689,46.64967154,65.19070497,96.65653495,High School Combination,251,85.72104492,60.48316071,58.43549637,45.92492778,96.16360178,High School Combination,238,86.88084465,87.81840454,90.5439306,85.75066282,95.92702285
14K454,40.709765,-73.944463,HS,110,45.56574924,,0.305810398,,33.94495413,HS,205,46.1971831,,,,,HS,298,44.21052632,,,,,HS,350,39.26829268,9.939759036,9.939759036,20.48192771,25,HS,361,35.05882353,42.1686747,30.72289157,19.87951807,71.68674699
25Q079,40.786201,-73.817338,Elementary,983,92.78350515,70,78.17869416,48.10996564,30.58419244,Elementary,839,93.37860781,43.41880342,57.77777778,27.86324786,58.46153846,Elementary,775,93.47826087,54.39189189,79.72972973,25.50675676,5.236486486,Elementary,747,91.28978224,25.21008403,43.36134454,21.51260504,4.033613445,Elementary,773,90.71310116,92.7852349,97.81879195,68.79194631,14.93288591
12X242,40.832508,-73.878191,Middle,149,45.65916399,99.65397924,98.70967742,100,95.83333333,Middle,246,50,83.64779874,60.6918239,86.16352201,92.45283019,Middle,251,51.02040816,99.0881459,96.65653495,100,84.49848024,Middle,281,49.45355191,97.95321637,98.5380117,88.59649123,86.5497076,High School Combination,384,58.16440422,69.35933148,71.58774373,73.25905292,62.95264624
12X245,40.826933,-73.900593,Middle,285,11.61047032,6.574394464,3.531616849,9.646302251,70.79069631,High School Combination,662,10.06542212,13.83647799,18.86792453,4.716981132,15.40880503,High School Combination,479,10.31494553,4.261692323,2.620845181,31.76782037,5.458868517,High School Combination,453,14.06504065,11.40791235,20.32604101,4.975163813,9.107482562,High School Combination,339,12.36500754,,,,
12X248,40.827539,-73.896925,HS,231,20.48929664,,46.17737003,,62.0795107,HS,312,22.81690141,,,,,HS,334,21.84210526,94.19354839,78.70967742,76.12903226,78.06451613,HS,327,11.2195122,95.78313253,94.57831325,72.28915663,99.69879518,HS,324,16.94117647,92.46987952,84.03614458,68.07228916,75.90361446
31R061,40.634497,-74.097941,Middle,1304,62.37942122,17.64705882,21.29032258,36.33440514,15.38461538,Middle,1352,65.38461538,50.31446541,59.11949686,41.82389937,16.66666667,Middle,1363,65.59766764,9.118541033,9.726443769,6.686930091,10.3343465,Middle,1329,52.73224044,16.08187135,17.25146199,52.04678363,10.81871345,Middle,1265,48.46153846,21.7270195,21.16991643,44.01114206,23.11977716
15K520,40.690007,-73.989369,,,,,,,,HST,284,39.39393939,7.407407407,7.407407407,14.81481481,33.33333333,HST,284,42.5,6.25,6.25,9.375,40.625,HST,216,11.36363636,17.94871795,20.51282051,30.76923077,56.41025641,HST,204,27.65957447,,,,
01M034,40.726008,-73.975058,K-8,397,44.53781513,31.3559322,58.82352941,18.48739496,33.61344538,K-8,420,34.5323741,56.83453237,80.57553957,12.23021583,8.633093525,K-8,408,32.11678832,28.46715328,36.49635037,24.81751825,18.24817518,K-8,395,2.027027027,70.27027027,71.62162162,54.72972973,35.13513514,K-8,376,1.290322581,36.60130719,25.49019608,73.85620915,47.05882353
25Q670,40.72528,-73.811408,HS,460,79.81651376,65.25423729,57.18654434,79.23728814,80.73394495,HS,604,71.26760563,52.81690141,41.90140845,51.76056338,86.97183099,HS,665,70.26315789,42.25806452,29.67741935,65.80645161,78.06451613,HS,723,74.3902439,9.638554217,6.325301205,25,20.18072289,HS,739,76.94117647,31.02409639,25.60240964,33.13253012,64.75903614
14K050,40.711915,-73.960137,Middle,720,27.65273312,76.816609,89.03225806,33.76205788,23.07692308,Middle,699,21.00591716,22.95597484,30.50314465,29.24528302,17.9245283,Middle,632,23.03206997,55.92705167,65.65349544,48.93617021,36.7781155,Middle,540,16.93989071,46.49122807,55.26315789,32.45614035,19.00584795,Middle,471,10.51282051,38.99721448,69.35933148,12.25626741,15.32033426
10X386,40.855337,-73.903139,,,,,,,,,,,,,,,,,,,,,,EC,319,23.33333333,3.703703704,3.703703704,3.703703704,11.11111111,Elementary,384,13.10116086,1.845637584,1.677852349,11.91275168,31.7114094
