dbn,lat,long,2007type,2007enrollment,2007pi,2007overall,2007progress,2007performance,2007environment,2008type,2008enrollment,2008pi,2008overall,2008progress,2008performance,2008environment,2009type,2009enrollment,2009pi,2009overall,2009progress,2009performance,2009environment,2010type,2010enrollment,2010pi,2010overall,2010progress,2010performance,2010environment,2011type,2011enrollment,2011pi,2011overall,2011progress,2011performance,2011environment
19K501,40.693002,-73.869305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YABC,207,,77.27272727,95.45454545,54.54545455,72.72727273
19K328,40.667985,-73.898249,K-8,729,3.361344538,32.20338983,47.05882353,26.8907563,3.361344538,K-8,630,6.474820144,48.20143885,68.34532374,66.90647482,2.158273381,K-8,558,5.109489051,18.97810219,13.13868613,43.79562044,18.97810219,K-8,533,5.405405405,49.32432432,72.97297297,15.54054054,6.081081081,K-8,493,3.870967742,5.22875817,5.882352941,5.882352941,36.60130719
29Q156,40.672259,-73.743327,K-8,807,63.02521008,40.6779661,49.57983193,42.85714286,32.77310924,K-8,787,64.02877698,40.28776978,63.30935252,24.46043165,18.70503597,K-8,818,62.77372263,8.759124088,16.05839416,5.109489051,16.78832117,K-8,803,64.86486486,16.89189189,31.75675676,8.108108108,11.48648649,K-8,713,63.87096774,11.11111111,20.91503268,9.803921569,9.803921569
14K049,40.71,-73.9436,,,,,,,,Middle,263,,,,,,Middle,104,,,,,,,,,,,,,,,,,,,
04M635,40.785107,-73.942154,Middle,714,35.01824046,10.1870858,7.125875506,33.78249496,6.145612797,High School Combination,1065,26.62471873,5.985915493,2.112676056,47.18309859,3.873239437,High School Combination,558,17.10526316,3.870967742,6.129032258,25.48387097,8.064516129,High School Combination,437,16.58536585,0.602409639,1.506024096,1.506024096,9.036144578,HS,305,14.35294118,,,,
31R861,40.62031,-74.164427,,,,,,,,,,,,,,,,,,,,,,Middle,131,60.92896175,,,,,Middle,263,67.17948718,100,100,97.49303621,93.59331476
22K495,40.593157,-73.936635,HS,2981,40.06116208,16.94915254,25.0764526,25,20.48929664,HS,2651,34.36619718,17.95774648,28.16901408,26.05633803,13.02816901,HS,2450,32.89473684,11.29032258,10.32258065,21.61290323,25.16129032,HS,2272,29.26829268,29.51807229,35.24096386,23.4939759,36.74698795,HS,2147,35.76470588,10.54216867,10.24096386,12.65060241,18.07228916
11X513,40.888242,-73.852714,HS,255,2.140672783,,95.71865443,,97.85932722,HS,274,9.577464789,97.88732394,98.94366197,100,98.5915493,HS,274,9.736842105,95.48387097,92.25806452,100,95.80645161,HS,354,26.09756098,90.36144578,82.8313253,94.57831325,77.40963855,HS,368,36,54.81927711,68.97590361,44.57831325,75.90361446
10X284,40.877379,-73.912686,HS,394,48.62385321,88.13559322,72.78287462,85.59322034,90.82568807,HS,416,58.5915493,63.38028169,52.11267606,78.52112676,67.6056338,HS,437,56.84210526,46.4516129,40.96774194,66.12903226,39.35483871,HS,429,52.68292683,34.03614458,25,50.30120482,42.1686747,HS,408,56.70588235,37.34939759,54.51807229,24.39759036,22.59036145
03M859,40.775256,-73.982976,,,,,,,,,,,,,,,,,,,,,,K-8,134,99.32432432,94.59459459,93.91891892,98.64864865,31.75675676,K-8,134,99.35483871,97.38562092,99.34640523,99.34640523,54.24836601
14K449,40.705005,-73.93879,HS,63,94.49541284,,14.98470948,,96.94189602,HS,98,96.05633803,,,,,HS,183,96.05263158,,,,,HS,281,97.07317073,36.74698795,19.57831325,75.30120482,77.40963855,HS,336,97.64705882,39.45783133,56.62650602,21.08433735,81.02409639
11X514,40.888242,-73.852714,HS,268,26.60550459,,16.51376147,,64.83180428,HS,324,13.8028169,53.87323944,13.73239437,88.38028169,80.63380282,HS,330,13.42105263,44.83870968,46.77419355,43.5483871,36.77419355,HS,362,8.536585366,36.44578313,21.68674699,62.65060241,89.45783133,HS,361,12.70588235,15.96385542,20.18072289,10.84337349,72.89156627
10X280,40.876819,-73.881245,K-8,748,60.50420168,83.05084746,48.7394958,83.19327731,85.71428571,K-8,786,58.2733813,54.67625899,43.16546763,80.57553957,51.07913669,K-8,776,56.93430657,40.87591241,16.78832117,70.0729927,45.25547445,K-8,803,47.97297297,83.10810811,82.43243243,81.75675676,63.51351351,K-8,863,44.51612903,47.05882353,40.52287582,77.12418301,60.13071895
23K323,40.666187,-73.911279,K-8,529,11.76470588,5.93220339,3.361344538,63.02521008,42.85714286,K-8,538,31.65467626,70.50359712,69.78417266,71.94244604,43.16546763,K-8,557,29.19708029,15.32846715,8.02919708,53.28467153,43.06569343,K-8,549,32.43243243,53.37837838,59.45945946,19.59459459,76.35135135,K-8,504,35.48387097,90.8496732,95.4248366,31.37254902,81.69934641
18K285,40.647818,-73.920784,Middle,1003,58.19935691,39.10034602,45.16129032,18.00643087,47.11538462,Middle,1032,61.53846154,38.67924528,35.22012579,31.76100629,44.65408805,Middle,1057,61.80758017,12.15805471,11.85410334,8.20668693,15.50151976,Middle,983,68.03278689,16.95906433,26.31578947,27.77777778,10.81871345,Middle,939,70.76923077,46.79665738,56.82451253,41.78272981,20.33426184
23K327,40.668232,-73.911788,K-8,730,20.16806723,46.61016949,23.52941176,64.70588235,50.42016807,K-8,777,36.69064748,17.26618705,7.194244604,34.5323741,69.0647482,K-8,712,34.30656934,36.49635037,42.33576642,33.57664234,28.46715328,K-8,743,39.18918919,12.16216216,17.56756757,25,7.432432432,K-8,721,38.06451613,33.9869281,45.09803922,33.9869281,19.60784314
12X251,40.836245,-73.890591,,,,,,,,,,,,,,,HS,354,16.05263158,66.77419355,89.03225806,10,40.64516129,HS,362,16.09756098,84.03614458,89.15662651,53.91566265,50.90361446,HS,370,19.29411765,64.45783133,62.04819277,33.13253012,45.18072289
05M092,40.814917,-73.945838,Elementary,354,12.88659794,39.13793103,46.39175258,28.69415808,41.0652921,Elementary,323,29.8811545,22.73504274,20.85470085,24.44444444,17.94871795,Elementary,292,30.26755853,8.952702703,19.59459459,9.966216216,17.39864865,Elementary,269,20.93802345,43.36134454,24.70588235,34.62184874,92.10084034,Elementary,282,17.24709784,46.1409396,50.83892617,25.83892617,62.08053691
23K697,40.665568,-73.912102,Middle,580,67.27189593,69.88812973,78.28696853,66.16368739,36.95159962,High School Combination,1077,67.77064755,70.95402604,71.94835681,81.60045177,53.29524316,High School Combination,607,67.45319932,46.19325424,48.2218845,48.09393078,61.73840573,High School Combination,582,65.21324803,51.14933418,57.18752202,42.27612203,53.07722117,High School Combination,570,65.43288084,61.66937947,72.78207538,64.95200859,38.72705306
25Q263,40.759963,-73.818399,HS,310,27.82874618,,26.60550459,,100,HS,382,57.18309859,78.87323944,79.57746479,30.98591549,99.64788732,HS,393,55.52631579,59.35483871,56.77419355,21.61290323,97.41935484,HS,393,55.6097561,46.38554217,60.54216867,20.18072289,98.19277108,HS,400,59.76470588,56.62650602,68.37349398,14.45783133,98.19277108
04M182,40.793363,-73.941955,Elementary,424,3.092783505,85,20.10309278,99.82817869,98.10996564,Elementary,435,12.22410866,97.09401709,91.79487179,100,73.67521368,Elementary,428,12.54180602,85.13513514,72.2972973,100,82.43243243,Elementary,438,16.91792295,96.13445378,96.47058824,96.80672269,71.76470588,Elementary,382,10.77943615,43.2885906,25,87.91946309,70.30201342
01M020,40.721305,-73.986312,Elementary,655,43.81443299,47.5862069,29.5532646,78.00687285,62.54295533,Elementary,610,39.72835314,79.14529915,74.7008547,89.74358974,63.07692308,Elementary,557,39.96655518,75.33783784,77.19594595,77.7027027,78.20945946,Elementary,542,39.1959799,91.2605042,91.09243697,58.82352941,69.91596639,Elementary,571,44.94195688,59.73154362,69.12751678,42.11409396,53.18791946
06M366,40.865575,-73.921631,,,,,,,,,,,,,,,Elementary,133,61.37123746,0.168918919,0.337837838,6.25,39.18918919,Elementary,161,65.15912898,44.87394958,39.32773109,63.02521008,45.54621849,Elementary,236,58.04311774,42.95302013,63.25503356,44.63087248,7.88590604
06M368,40.826514,-73.947599,,,,,,,,Elementary,232,60.95076401,,,,,Elementary,239,60.70234114,29.72972973,56.41891892,18.41216216,38.34459459,Elementary,233,58.1239531,17.64705882,29.07563025,6.218487395,51.42857143,Elementary,247,60.69651741,79.53020134,86.57718121,23.82550336,80.03355705
10X374,40.859466,-73.888625,,,,,,,,HS,122,87.32394366,,,,,HS,222,87.36842105,,,,,HS,295,76.82926829,,,,,HS,368,74.58823529,89.75903614,68.97590361,95.48192771,94.27710843
29Q208,40.744276,-73.727632,K-8,728,76.47058824,84.74576271,67.22689076,80.67226891,62.18487395,K-8,725,79.85611511,47.48201439,39.56834532,72.6618705,69.0647482,K-8,734,78.83211679,32.11678832,26.27737226,59.12408759,52.55474453,K-8,733,76.35135135,44.59459459,29.72972973,68.24324324,70.27027027,K-8,734,69.67741935,60.13071895,52.2875817,81.04575163,81.69934641
11X425,40.8759,-73.8619,,,,,,,,HS,147,,,,,,,,,,,,,,,,,,,,,,,,,,
13K483,40.694629,-73.988323,HS,319,79.20489297,,87.4617737,,86.54434251,HS,409,77.46478873,88.02816901,79.92957746,82.74647887,78.87323944,HS,450,76.84210526,61.61290323,63.22580645,63.22580645,65.16129032,HS,465,76.58536585,66.26506024,44.27710843,73.19277108,67.1686747,HS,458,71.29411765,62.34939759,59.03614458,71.68674699,81.92771084
09X525,40.84325,-73.902969,HS,626,51.07033639,52.96610169,53.51681957,46.18644068,73.70030581,HS,649,41.4084507,44.36619718,41.54929577,48.23943662,73.94366197,HS,662,39.21052632,25.80645161,18.06451613,38.06451613,60.96774194,HS,658,20,48.19277108,39.45783133,57.8313253,72.59036145,HS,649,24.70588235,50.30120482,43.37349398,37.65060241,74.09638554
14K132,40.714772,-73.945663,Elementary,661,62.88659794,92.75862069,91.58075601,50.85910653,86.08247423,Elementary,661,62.98811545,86.83760684,87.35042735,74.01709402,65.12820513,Elementary,632,63.21070234,54.89864865,45.77702703,78.04054054,70.94594595,Elementary,662,65.32663317,53.94957983,41.00840336,73.61344538,82.68907563,Elementary,695,66.83250415,10.40268456,2.181208054,66.94630872,85.23489933
09X527,40.827455,-73.90392,,,,,,,,,,,,,,,HS,453,30.78947368,35.48387097,25.16129032,68.38709677,41.93548387,,,,,,,,,,,,,,
21K215,40.602722,-73.970171,Elementary,656,83.33333333,28.62068966,11.34020619,87.62886598,33.16151203,Elementary,674,83.19185059,60,29.91452991,74.01709402,68.88888889,Elementary,613,83.44481605,15.03378378,10.64189189,55.74324324,43.24324324,Elementary,670,84.08710218,33.44537815,25.54621849,55.79831933,38.82352941,Elementary,659,84.41127695,88.9261745,92.44966443,68.79194631,38.08724832
21K216,40.59,-73.969647,Elementary,443,80.24054983,27.5862069,31.78694158,59.27835052,16.15120275,Elementary,427,78.26825127,35.55555556,53.16239316,36.06837607,8.376068376,Elementary,405,78.59531773,83.78378378,78.71621622,70.94594595,59.12162162,Elementary,405,80.40201005,69.07563025,72.43697479,76.47058824,60.67226891,Elementary,411,80.7628524,25.33557047,21.47651007,58.38926175,53.18791946
21K212,40.587612,-73.985368,Elementary,574,67.86941581,62.4137931,69.58762887,45.01718213,10.65292096,Elementary,563,69.77928693,42.90598291,55.04273504,59.48717949,13.84615385,Elementary,539,70.06688963,56.92567568,53.5472973,48.31081081,55.57432432,Elementary,540,67.16917923,74.28571429,70.42016807,63.02521008,76.97478992,Elementary,596,66.00331675,65.60402685,61.0738255,48.32214765,76.00671141
23K073,40.680679,-73.910719,K-8,600,30.25210084,25.42372881,52.10084034,22.68907563,15.12605042,K-8,557,23.02158273,8.633093525,17.98561151,20.86330935,6.474820144,K-8,531,21.16788321,13.13868613,30.65693431,17.51824818,38.68613139,K-8,472,19.59459459,20.94594595,31.08108108,17.56756757,29.05405405,K-8,476,18.06451613,16.99346405,27.45098039,11.11111111,24.18300654
21K690,40.60498,-73.995084,Middle,799,61.09963912,53.72705413,62.05534182,61.08643523,50.42784051,High School Combination,1410,55.51629302,72.9172203,74.16179467,72.8042785,58.5769333,High School Combination,842,54.65513273,57.34287675,56.94283753,80.16129032,60.00147073,High School Combination,875,65.50446488,76.35013739,60.05337138,75.95645741,43.93979426,High School Combination,895,64.01206637,46.65654261,43.97296708,60.38485418,18.60757794
24Q081,40.703942,-73.911885,Elementary,1192,47.25085911,73.27586207,58.07560137,66.83848797,75.60137457,Elementary,1208,48.21731749,97.60683761,95.55555556,87.00854701,80.85470085,Elementary,1164,48.3277592,81.75675676,73.14189189,76.85810811,76.35135135,Elementary,1136,45.39363484,82.35294118,69.41176471,58.82352941,79.49579832,Elementary,1098,45.10779436,86.57718121,78.52348993,62.24832215,85.23489933
24Q087,40.711559,-73.871674,K-8,634,84.87394958,15.25423729,24.3697479,32.77310924,12.60504202,K-8,617,76.25899281,71.94244604,76.97841727,29.49640288,64.74820144,K-8,552,75.18248175,45.98540146,43.79562044,13.86861314,82.48175182,K-8,538,77.7027027,76.35135135,77.7027027,20.27027027,91.89189189,K-8,535,74.83870968,87.58169935,85.62091503,39.86928105,70.58823529
24Q089,40.745963,-73.879641,Elementary,1648,47.0790378,84.65517241,81.78694158,54.63917526,73.02405498,Elementary,1618,41.08658744,76.06837607,83.76068376,62.90598291,49.05982906,Elementary,1627,41.30434783,65.70945946,68.91891892,66.55405405,55.57432432,Elementary,1719,41.20603015,86.05042017,87.22689076,81.51260504,71.76470588,Elementary,1822,47.59535655,84.73154362,79.02684564,81.04026846,86.57718121
24Q088,40.704105,-73.896437,Elementary,1050,69.41580756,55.68965517,54.81099656,40.20618557,50.51546392,Elementary,1025,69.94906621,28.03418803,29.91452991,21.02564103,41.36752137,Elementary,998,70.23411371,50.50675676,54.39189189,16.0472973,36.99324324,Elementary,1049,68.50921273,26.8907563,34.28571429,20.50420168,35.6302521,Elementary,1032,68.65671642,42.44966443,60.06711409,25.16778523,10.90604027
01M332,40.713362,-73.986051,Middle,256,36.97749196,34.60207612,41.29032258,23.1511254,30.76923077,Middle,279,28.10650888,49.68553459,50.94339623,43.71069182,38.67924528,Middle,252,29.73760933,54.40729483,60.18237082,68.08510638,16.41337386,Middle,178,3.551912568,57.01754386,64.03508772,44.73684211,45.32163743,Middle,116,1.538461538,35.37604457,37.88300836,15.87743733,82.17270195
22K195,40.580161,-73.943498,Elementary,378,98.28178694,44.13793103,27.83505155,85.91065292,51.37457045,Elementary,383,99.32088285,64.1025641,59.31623932,83.41880342,70.25641026,Elementary,348,99.33110368,30.40540541,35.97972973,72.97297297,39.18918919,Elementary,362,99.32998325,88.7394958,91.59663866,87.73109244,60.67226891,Elementary,384,99.33665008,43.79194631,29.53020134,82.2147651,59.39597315
22K194,40.598069,-73.934163,Elementary,465,47.93814433,35.68965517,31.44329897,53.26460481,69.58762887,Elementary,451,45.84040747,61.1965812,48.20512821,56.06837607,63.07692308,Elementary,411,45.98662207,66.89189189,52.87162162,57.77027027,66.21621622,Elementary,424,45.72864322,32.26890756,24.20168067,46.2184874,53.44537815,Elementary,408,46.4344942,24.32885906,26.67785235,28.8590604,41.77852349
09X230,40.8524,-73.9216,Elementary,496,30.24054983,25.17241379,70.79037801,5.841924399,3.608247423,Elementary,506,23.08998302,0.170940171,0.512820513,0.683760684,9.401709402,Elementary,463,23.41137124,88.34459459,100,16.55405405,41.89189189,Elementary,410,5.025125628,30.08403361,32.77310924,13.1092437,16.80672269,Elementary,470,1.990049751,13.08724832,22.65100671,8.55704698,7.046979866
09X231,40.845366,-73.897479,HS,269,62.6911315,,37.6146789,,53.21100917,HS,401,52.67605634,38.38028169,45.07042254,15.84507042,57.3943662,HS,422,51.31578947,58.06451613,61.29032258,48.70967742,63.87096774,HS,449,38.7804878,33.13253012,53.01204819,27.10843373,25,HS,454,25.41176471,58.73493976,44.27710843,63.55421687,69.87951807
09X232,40.849416,-73.915217,Middle,586,14.14790997,24.22145329,55.16129032,27.33118971,0.641025641,Middle,511,15.97633136,18.23899371,21.69811321,16.66666667,31.13207547,Middle,428,15.74344023,58.05471125,51.36778116,26.74772036,88.14589666,Middle,428,20.21857924,79.53216374,90.64327485,40.64327485,58.47953216,Middle,431,25.38461538,77.71587744,88.30083565,47.63231198,52.36768802
09X236,40.848907,-73.909936,,,,,,,,,,,,,,,,,,,,,,EC,349,3.333333333,48.14814815,44.44444444,44.44444444,55.55555556,EC,374,4.545454545,25.64102564,28.20512821,25.64102564,33.33333333
09X239,40.839307,-73.911366,HS,249,10.09174312,,41.28440367,,78.28746177,HS,322,6.76056338,28.87323944,29.57746479,33.09859155,73.23943662,HS,309,7.105263158,24.51612903,31.93548387,31.93548387,10,HS,253,1.707317073,2.108433735,2.710843373,7.831325301,25,HS,227,1.176470588,,,,
30Q122,40.780507,-73.915785,K-8,1360,87.39495798,54.23728814,14.28571429,94.11764706,68.90756303,K-8,1364,86.33093525,44.60431655,14.38848921,94.96402878,64.74820144,K-8,1346,86.13138686,68.61313869,48.17518248,88.32116788,73.72262774,K-8,1361,87.16216216,96.62162162,97.97297297,96.62162162,44.59459459,K-8,1362,87.09677419,92.15686275,94.77124183,95.4248366,38.5620915
30Q127,40.765507,-73.870931,K-8,1010,24.3697479,58.47457627,32.77310924,79.83193277,57.14285714,K-8,1159,56.83453237,15.82733813,5.035971223,26.61870504,53.23741007,K-8,1136,55.47445255,42.33576642,56.20437956,15.32846715,5.839416058,K-8,1207,35.81081081,56.08108108,66.89189189,54.72972973,4.054054054,K-8,1240,27.74193548,41.83006536,57.51633987,47.7124183,19.60784314
30Q126,40.766008,-73.92999,Middle,733,34.08360129,30.79584775,36.12903226,57.23472669,12.5,Middle,646,32.24852071,48.11320755,61.00628931,61.32075472,11.94968553,Middle,623,33.52769679,53.49544073,53.7993921,70.21276596,15.50151976,Middle,625,29.23497268,37.13450292,41.8128655,33.91812866,39.76608187,Middle,615,31.02564103,57.93871866,63.78830084,48.74651811,42.89693593
21K188,40.576733,-74.000489,Elementary,679,52.40549828,27.4137931,25.42955326,38.3161512,76.4604811,Elementary,658,45.33106961,99.31623932,98.46153846,74.01709402,81.53846154,Elementary,551,45.48494983,78.88513514,62.83783784,72.97297297,93.58108108,Elementary,520,47.2361809,22.18487395,21.51260504,22.35294118,67.39495798,Elementary,570,49.75124378,95.30201342,96.6442953,51.51006711,73.48993289
75M094,40.719888,-73.97738,,,,,,,,,,,,,,,,,,,,,,D75,201,,50,64.28571429,50,21.42857143,D75,219,,7.407407407,3.703703704,11.11111111,77.77777778
02M519,40.765638,-73.959777,HS,521,89.60244648,69.06779661,78.28746177,73.72881356,47.70642202,HS,459,91.26760563,77.46478873,80.98591549,74.29577465,66.54929577,HS,438,91.31578947,76.77419355,86.4516129,74.19354839,75.48387097,HS,419,90.73170732,70.48192771,76.80722892,86.44578313,14.75903614,HS,503,92.23529412,63.55421687,78.61445783,83.43373494,19.87951807
26Q159,40.770108,-73.783973,Elementary,553,92.61168385,30.34482759,10.48109966,80.92783505,64.26116838,Elementary,522,91.34125637,76.75213675,62.90598291,94.01709402,89.05982906,Elementary,486,91.47157191,74.49324324,76.52027027,87.83783784,84.7972973,Elementary,499,90.45226131,97.31092437,96.30252101,97.64705882,86.55462185,Elementary,495,90.04975124,85.5704698,59.56375839,95.97315436,92.61744966
26Q158,40.756562,-73.771878,Middle,1143,92.2829582,83.73702422,72.58064516,78.45659164,68.58974359,Middle,1144,91.71597633,78.6163522,73.58490566,66.03773585,33.33333333,Middle,1112,91.83673469,62.3100304,76.59574468,38.29787234,26.13981763,Middle,1055,91.80327869,66.95906433,50.29239766,88.30409357,28.65497076,Middle,1087,93.33333333,60.44568245,40.66852368,80.77994429,32.86908078
84K694,40.719818,-73.947932,,,,,,,,,,,,,,,,,,,,,,HS,93,71.2195122,,,,,HS,186,65.41176471,,,,
10X007,40.881562,-73.905697,Elementary,628,34.02061856,90.86206897,91.0652921,40.54982818,56.87285223,Elementary,575,31.74872666,11.96581197,9.572649573,36.06837607,53.16239316,Elementary,536,32.10702341,37.83783784,36.99324324,26.35135135,17.39864865,Elementary,548,35.67839196,30.08403361,35.46218487,24.87394958,47.22689076,Elementary,531,43.11774461,88.25503356,91.44295302,49.32885906,91.44295302
13K067,40.695339,-73.977674,Elementary,278,15.97938144,63.79310345,90.54982818,6.701030928,56.0137457,Elementary,245,28.35314092,4.444444444,5.128205128,1.538461538,63.07692308,Elementary,207,28.76254181,39.02027027,74.49324324,4.560810811,59.12162162,Elementary,211,23.45058626,31.93277311,40.50420168,13.78151261,57.98319328,Elementary,234,33.49917081,9.731543624,7.046979866,22.98657718,77.18120805
30Q017,40.768034,-73.922544,Elementary,728,59.27835052,70.68965517,78.00687285,28.00687285,75.42955326,Elementary,699,58.57385399,33.33333333,38.63247863,15.04273504,63.07692308,Elementary,662,58.36120401,22.12837838,30.91216216,3.885135135,31.58783784,Elementary,643,57.78894472,8.907563025,11.09243697,5.714285714,25.21008403,Elementary,599,58.87230514,76.84563758,88.42281879,22.98657718,30.36912752
12X102,40.838151,-73.866038,Elementary,1261,36.25429553,9.655172414,25.60137457,9.450171821,7.216494845,Elementary,1130,25.80645161,20.34188034,55.38461538,20.51282051,0.170940171,Elementary,997,26.08695652,4.898648649,12.33108108,4.898648649,5.236486486,Elementary,998,21.94304858,18.99159664,47.39495798,8.235294118,2.18487395,Elementary,909,20.89552239,,,,
30Q011,40.746127,-73.909032,Elementary,1192,69.24398625,78.79310345,47.42268041,78.86597938,86.76975945,Elementary,1175,72.32597623,70.42735043,51.79487179,64.27350427,83.41880342,Elementary,1190,72.57525084,99.49324324,100,82.09459459,69.08783784,Elementary,1235,71.18927973,58.65546218,50.25210084,70.92436975,57.98319328,Elementary,1259,68.15920398,94.46308725,93.2885906,76.84563758,83.05369128
30Q010,40.760122,-73.911962,Middle,849,60.77170418,89.96539792,90.64516129,46.62379421,76.6025641,Middle,885,65.0887574,61.32075472,74.21383648,46.22641509,60.37735849,Middle,930,65.30612245,76.89969605,72.94832827,48.93617021,72.6443769,Middle,961,70.21857924,71.6374269,66.66666667,71.34502924,62.28070175,Middle,938,73.33333333,84.40111421,83.56545961,67.13091922,64.3454039
03M470,40.786134,-73.974483,HS,2632,11.00917431,9.745762712,34.55657492,9.322033898,4.281345566,HS,2448,12.3943662,2.816901408,7.042253521,4.577464789,1.056338028,HS,2249,,,,,,HS,1562,,,,,,HS,814,18.11764706,,,,
14K318,40.703034,-73.948771,Middle,1394,88.10289389,67.8200692,50.64516129,37.94212219,83.97435897,Middle,1455,84.9112426,70.44025157,38.67924528,59.11949686,88.05031447,Middle,1518,85.13119534,25.22796353,8.510638298,30.09118541,89.6656535,Middle,1612,89.07103825,15.20467836,9.356725146,21.05263158,86.5497076,Middle,1678,88.20512821,19.22005571,13.9275766,17.54874652,78.83008357
12X216,40.822056,-73.894368,Middle,442,21.54340836,10.7266436,28.06451613,4.180064309,9.615384615,Middle,372,,,,,,Middle,232,,,,,,Middle,135,,,,,,,,,,,,
28Q008,40.69691,-73.786403,Middle,975,37.94212219,5.882352941,11.61290323,14.79099678,3.205128205,Middle,907,43.19526627,51.88679245,69.49685535,29.24528302,7.86163522,Middle,821,44.02332362,29.17933131,32.82674772,22.49240122,1.215805471,Middle,716,15.84699454,23.39181287,21.6374269,45.61403509,35.67251462,Middle,737,23.84615385,21.16991643,30.08356546,35.93314763,16.71309192
13K117,40.6926,-73.9588,,,,,,,,Middle,263,,,,,,Middle,122,,,,,,,,,,,,,,,,,,,
13K113,40.688769,-73.971474,Middle,878,74.27652733,40.83044983,41.93548387,46.3022508,56.41025641,Middle,913,70.41420118,51.25786164,44.02515723,59.11949686,53.77358491,Middle,908,70.84548105,22.49240122,13.98176292,30.09118541,28.57142857,Middle,934,60.6557377,18.12865497,21.05263158,47.07602339,19.00584795,Middle,910,66.66666667,9.192200557,9.470752089,21.44846797,18.10584958
08X293,40.839775,-73.839583,HS,370,47.40061162,71.18644068,84.09785933,58.47457627,26.91131498,HS,432,42.53521127,67.95774648,68.66197183,63.02816901,54.57746479,HS,442,40.26315789,81.61290323,77.74193548,41.61290323,76.77419355,HS,459,31.2195122,86.14457831,64.15662651,67.1686747,77.40963855,HS,459,41.17647059,63.55421687,55.42168675,49.69879518,62.95180723
18K578,40.634451,-73.916927,,,,,,,,HST,139,36.36363636,,,,,HST,160,40,12.5,21.875,12.5,12.5,HST,214,31.81818182,28.20512821,41.02564103,35.8974359,25.64102564,HST,230,19.14893617,13.15789474,52.63157895,13.15789474,5.263157895
15K230,40.645609,-73.980515,Elementary,1184,76.28865979,68.62068966,35.91065292,71.47766323,80.92783505,Elementary,1213,76.74023769,18.11965812,10.42735043,31.79487179,91.96581197,Elementary,1104,77.090301,28.5472973,20.27027027,38.51351351,78.20945946,Elementary,1105,74.70686767,25.21008403,18.65546218,43.86554622,79.49579832,Elementary,1160,74.79270315,29.36241611,25.5033557,30.70469799,76.00671141
16K035,40.681528,-73.935891,Middle,290,15.4340836,42.21453287,56.4516129,16.72025723,42.62820513,Middle,241,12.72189349,82.0754717,88.67924528,55.03144654,72.64150943,Middle,227,13.11953353,41.33738602,24.92401216,100,72.6443769,Middle,231,19.67213115,86.5497076,88.59649123,63.4502924,80.40935673,Middle,229,30.51282051,91.64345404,91.36490251,68.80222841,89.97214485
08X450,40.8223,-73.8562,,,,,,,,HS,757,,,,,,HS,292,,,,,,,,,,,,,,,,,,,
08X452,40.821218,-73.85593,HS,300,23.54740061,13.13559322,1.22324159,68.6440678,44.64831804,HS,308,9.014084507,20.07042254,4.577464789,71.12676056,40.84507042,HS,305,9.210526316,15.48387097,6.451612903,36.77419355,57.09677419,HS,320,17.31707317,22.89156627,12.65060241,33.73493976,82.53012048,HS,322,24.47058824,40.36144578,39.75903614,29.21686747,48.79518072
30Q301,40.756471,-73.932628,,,,,,,,,,,,,,,HS,124,81.57894737,,,,,HS,219,73.90243902,,,,,HS,314,74.35294118,,,,
28Q310,40.714551,-73.798658,,,,,,,,,,,,,,,HS,87,80.52631579,,,,,HS,161,77.07317073,,,,,High School Combination,312,78.39366516,21.16991643,22.84122563,19.22005571,59.33147632
32K552,40.696457,-73.911751,HS,458,7.033639144,30.50847458,26.91131498,40.6779661,43.73088685,HS,484,15.77464789,56.33802817,56.33802817,48.94366197,49.29577465,HS,461,15.26315789,35.80645161,42.58064516,33.22580645,45.80645161,HS,469,7.804878049,50,54.81927711,37.04819277,59.3373494,HS,471,5.882352941,58.13253012,44.87951807,68.97590361,32.53012048
19K159,40.676111,-73.869705,Elementary,909,50.85910653,77.4137931,83.16151203,48.96907216,34.87972509,Elementary,925,52.63157895,10.42735043,9.230769231,40.51282051,26.83760684,Elementary,912,52.67558528,26.01351351,25,16.55405405,34.7972973,Elementary,920,58.62646566,13.1092437,17.31092437,10.58823529,20.16806723,Elementary,897,61.35986733,51.67785235,67.61744966,13.25503356,36.24161074
19K158,40.67259,-73.885214,Elementary,531,27.66323024,32.5862069,18.90034364,59.45017182,54.98281787,Elementary,575,34.29541596,23.07692308,20.85470085,28.54700855,54.18803419,Elementary,584,34.61538462,64.02027027,40.37162162,50.50675676,67.22972973,Elementary,568,31.65829146,34.11764706,30.08403361,32.94117647,49.07563025,Elementary,582,24.70978441,50.5033557,59.06040268,38.25503356,44.96644295
15K058,40.680379,-73.995486,Elementary,485,83.84879725,9.827586207,8.24742268,34.53608247,57.56013746,Elementary,547,85.56876061,91.62393162,96.75213675,54.35897436,78.97435897,Elementary,526,85.78595318,83.61486486,100,66.55405405,51.85810811,Elementary,635,91.12227806,79.15966387,84.3697479,31.42857143,60.67226891,Elementary,719,93.69817579,59.39597315,63.59060403,45.46979866,62.08053691
